Date,Store,Store_Type,Product,Category,Price,Cost_Price,Discount,Holiday,Weekend,Day_of_Week,Month,Season,Temperature,Rainfall_mm,Promotion,Competitor_Price,Inventory,Previous_Week_Sales,Previous_Month_Sales,Demand,Units_Sold,Revenue,Profit,Stockout
2026-05-04,South Plaza,Mall,Storage Box,Home & Kitchen,372.24,192.44,0.0,No,No,Monday,5,Summer,35.1,8.3,None,356.83,70,49,203,46,46,17123.04,8270.8,No
2025-09-11,Mall Outlet,Mall,Mineral Water 1L,Beverages,18.22,12.33,17.0,No,No,Thursday,9,Monsoon,33.2,0,Medium,24.13,311,304,989,305,305,5557.1,1796.45,No
2024-09-27,West Point,Urban,Tea 250g,Beverages,174.8,142.53,3.0,No,No,Friday,9,Monsoon,28.9,13.1,None,178.57,79,49,192,49,49,8565.2,1581.23,No
2024-11-22,Airport Kiosk,Transit,Frying Pan,Home & Kitchen,884.67,545.33,10.0,No,No,Friday,11,Post-Monsoon,23.6,25.3,None,1087.96,24,20,98,21,21,18578.07,7126.14,No
2025-05-08,Airport Kiosk,Transit,Mineral Water 1L,Beverages,18.51,12.3,15.0,No,No,Thursday,5,Summer,33.7,37.0,Low,22.17,237,160,696,183,183,3387.33,1136.43,No
2026-02-26,East Market,Market,Fruit Juice 1L,Beverages,112.6,85.34,15.0,No,No,Thursday,2,Winter,25.2,0,Low,124.53,183,130,579,133,133,14975.8,3625.58,No
2024-09-17,Central Hyper,Hypermarket,Milk 1L,Groceries,55.72,45.37,5.0,No,No,Tuesday,9,Monsoon,34.3,51.8,Low,57.96,236,167,779,176,176,9806.72,1821.6,No
2025-05-14,University Outlet,Campus,Electric Kettle,Home & Kitchen,1302.85,893.02,5.0,No,No,Wednesday,5,Summer,34.1,39.5,Low,1469.21,34,27,151,34,34,44296.9,13934.22,No
2025-05-12,Central Hyper,Hypermarket,Instant Noodles,Groceries,16.99,11.67,12.0,No,No,Monday,5,Summer,39.6,1.8,Medium,18.54,294,240,944,272,272,4621.28,1447.04,No
2025-04-12,Downtown Store,Urban,Soft Drink 750ml,Beverages,46.67,32.22,8.0,No,Yes,Saturday,4,Summer,37.5,0,None,47.83,226,252,909,250,226,10547.42,3265.7,Yes
2025-11-17,University Outlet,Campus,Headphones,Electronics,2460.12,1627.93,15.0,No,No,Monday,11,Post-Monsoon,32.1,109.1,Low,3029.73,92,51,178,60,60,147607.2,49931.4,No
2024-08-18,South Plaza,Mall,Moisturizer,Health & Personal Care,333.54,187.62,0.0,No,Yes,Sunday,8,Monsoon,29.6,15.3,None,342.2,54,47,156,35,35,11673.9,5107.2,No
2024-11-22,Suburban Branch,Suburban,Cleaning Liquid,Home & Kitchen,140.63,84.08,10.0,No,No,Friday,11,Post-Monsoon,24.8,128.2,None,146.08,49,31,187,40,40,5625.2,2262.0,No
2024-05-03,Railway Kiosk,Transit,Cooking Oil 1L,Groceries,175.81,155.81,8.0,No,No,Friday,5,Summer,37.3,14.9,None,179.24,87,83,295,69,69,12130.89,1380.0,No
2026-02-02,Riverside Branch,Suburban,Eggs 12 Pack,Groceries,88.14,68.91,8.0,No,No,Monday,2,Winter,25.9,13.6,None,105.21,200,122,511,134,134,11810.76,2576.82,No
2024-09-30,Central Hyper,Hypermarket,Laptop,Electronics,55118.85,52675.31,12.0,No,No,Monday,9,Monsoon,30.9,25.9,Medium,68718.56,35,13,46,12,12,661426.2,29322.48,No
2026-05-05,Central Hyper,Hypermarket,Cap,Clothing,371.21,157.46,8.0,No,No,Tuesday,5,Summer,38.4,31.7,Low,427.46,96,76,276,65,65,24128.65,13893.75,No
2025-05-26,University Outlet,Campus,Bread,Groceries,43.15,31.44,5.0,No,No,Monday,5,Summer,42.6,28.7,Low,50.11,260,178,671,161,161,6947.15,1885.31,No
2024-09-03,Suburban Branch,Suburban,Electric Kettle,Home & Kitchen,1403.54,894.12,8.0,No,No,Tuesday,9,Monsoon,29.7,176.0,None,1420.39,26,14,45,17,17,23860.18,8660.14,No
2025-08-21,Mall Outlet,Mall,Instant Noodles,Groceries,17.95,12.27,5.0,No,No,Thursday,8,Monsoon,29.4,52.8,None,19.33,208,181,726,181,181,3248.95,1028.08,No
2025-05-14,Suburban Branch,Suburban,Storage Box,Home & Kitchen,362.71,190.43,5.0,No,No,Wednesday,5,Summer,40.0,0,Low,354.86,62,49,158,40,40,14508.4,6891.2,No
2024-08-31,Suburban Branch,Suburban,Milk 1L,Groceries,51.18,45.18,12.0,No,Yes,Saturday,8,Monsoon,28.2,48.6,Medium,61.61,211,190,761,201,201,10287.18,1206.0,No
2024-03-29,East Market,Market,Keyboard,Electronics,1463.28,851.25,5.0,Yes,No,Friday,3,Summer,38.3,0,Low,1638.33,86,46,165,47,47,68774.16,28765.41,No
2024-06-03,Railway Kiosk,Transit,Cap,Clothing,347.1,161.17,5.0,No,No,Monday,6,Monsoon,30.2,96.8,Low,343.89,38,25,99,23,23,7983.3,4276.39,No
2025-10-29,Mall Outlet,Mall,Shoes,Clothing,3008.72,1886.71,5.0,Yes,No,Wednesday,10,Post-Monsoon,28.2,6.6,Low,3438.42,52,20,152,29,29,87252.88,32538.29,No
2026-04-06,City Center,Urban,Jacket,Clothing,2584.09,1573.33,5.0,No,No,Monday,4,Summer,39.2,31.0,Low,2700.63,28,16,82,18,18,46513.62,18193.68,No
2026-01-12,Suburban Branch,Suburban,Hand Sanitizer,Health & Personal Care,85.73,49.12,10.0,No,No,Monday,1,Winter,23.0,22.8,Low,106.34,80,70,207,65,65,5572.45,2379.65,No
2026-01-06,Airport Kiosk,Transit,Smartwatch,Electronics,7325.69,5821.01,17.0,No,No,Tuesday,1,Winter,27.1,0,Medium,8288.68,63,29,89,34,34,249073.46,51159.12,No
2024-12-07,Downtown Store,Urban,Bluetooth Speaker,Electronics,3007.16,1860.85,5.0,No,Yes,Saturday,12,Winter,25.2,0,None,3000.52,39,28,132,34,34,102243.44,38974.54,No
2025-12-13,Airport Kiosk,Transit,Bread,Groceries,40.03,30.53,12.0,No,Yes,Saturday,12,Winter,27.5,16.6,Medium,47.64,206,111,665,138,138,5524.14,1311.0,No
2025-02-15,West Point,Urban,Protein Powder,Health & Personal Care,2074.29,1695.39,10.0,No,Yes,Saturday,2,Winter,23.9,8.5,Low,2209.79,26,17,89,19,19,39411.51,7199.1,No
2026-03-31,Central Hyper,Hypermarket,Storage Box,Home & Kitchen,338.14,187.73,8.0,No,No,Tuesday,3,Summer,38.0,23.4,Low,384.43,128,84,347,83,83,28065.62,12484.03,No
2025-11-26,South Plaza,Mall,Power Bank,Electronics,1715.88,959.76,0.0,No,No,Wednesday,11,Post-Monsoon,28.5,158.1,None,1777.01,97,54,240,64,64,109816.32,48391.68,No
2024-09-29,North Hub,Suburban,Keyboard,Electronics,1719.65,800.57,0.0,No,Yes,Sunday,9,Monsoon,30.1,62.7,None,1628.53,30,21,118,26,26,44710.9,23896.08,No
2025-07-11,Downtown Store,Urban,Moisturizer,Health & Personal Care,245.41,187.84,25.0,No,No,Friday,7,Monsoon,27.6,47.9,High,336.52,82,59,308,70,70,17178.7,4029.9,No
2024-12-23,Grand Bazaar,Market,Bluetooth Speaker,Electronics,2804.82,1880.33,8.0,No,No,Monday,12,Winter,32.3,8.1,None,2979.83,60,45,168,43,43,120607.26,39753.07,No
2024-02-17,North Hub,Suburban,Vitamins,Health & Personal Care,466.66,289.52,8.0,No,Yes,Saturday,2,Winter,27.7,42.7,None,561.87,50,46,115,40,40,18666.4,7085.6,No
2025-06-06,East Market,Market,Vitamins,Health & Personal Care,471.57,299.37,8.0,Yes,No,Friday,6,Monsoon,31.6,79.8,None,524.33,45,44,223,42,42,19805.94,7232.4,No
2026-01-05,Tech Park Store,Business,Water Bottle,Home & Kitchen,478.88,216.52,0.0,No,No,Monday,1,Winter,26.7,2.0,None,480.71,47,47,163,44,44,21070.72,11543.84,No
2025-04-10,Downtown Store,Urban,Instant Noodles,Groceries,19.29,11.91,0.0,No,No,Thursday,4,Summer,33.6,75.0,None,20.16,178,207,764,197,178,3433.62,1313.64,Yes
2024-05-16,Downtown Store,Urban,Laptop,Electronics,50270.78,50437.79,22.0,No,No,Thursday,5,Summer,35.1,8.7,High,60469.84,42,11,75,15,15,754061.7,0,No
2026-05-09,South Plaza,Mall,Sugar 1kg,Groceries,49.53,44.24,5.0,No,Yes,Saturday,5,Summer,39.3,11.4,Low,54.77,152,132,522,129,129,6389.37,682.41,No
2026-05-05,Airport Kiosk,Transit,Tablet,Electronics,19188.36,14233.5,5.0,No,No,Tuesday,5,Summer,35.3,6.0,Low,22037.96,12,21,66,18,12,230260.32,59458.32,Yes
2026-02-25,Railway Kiosk,Transit,Bluetooth Speaker,Electronics,2925.24,1967.01,5.0,No,No,Wednesday,2,Winter,24.8,1.0,None,3150.8,31,30,111,26,26,76056.24,24913.98,No
2024-09-03,University Outlet,Campus,Eggs 12 Pack,Groceries,72.96,68.18,15.0,No,No,Tuesday,9,Monsoon,29.6,80.3,Low,95.1,151,165,575,159,151,11016.96,721.78,Yes
2026-04-17,City Center,Urban,Frying Pan,Home & Kitchen,722.28,554.54,20.0,No,No,Friday,4,Summer,36.4,46.9,Medium,978.02,49,51,202,51,49,35391.72,8219.26,Yes
2024-08-14,City Center,Urban,Water Bottle,Home & Kitchen,457.28,212.29,5.0,No,No,Wednesday,8,Monsoon,31.9,60.7,None,493.72,53,42,208,51,51,23321.28,12494.49,No
2025-01-21,West Point,Urban,Toothpaste,Health & Personal Care,116.9,73.24,13.0,No,No,Tuesday,1,Winter,24.1,0,Low,138.95,83,95,242,83,83,9702.7,3623.78,No
2025-10-04,Railway Kiosk,Transit,Protein Powder,Health & Personal Care,2154.98,1680.68,5.0,No,Yes,Saturday,10,Post-Monsoon,30.6,0,Low,2407.56,17,20,79,16,16,34479.68,7588.8,No
2025-10-29,Tech Park Store,Business,Instant Noodles,Groceries,18.83,11.66,0.0,No,No,Wednesday,10,Post-Monsoon,30.4,104.8,None,19.27,180,157,663,146,146,2749.18,1046.82,No
2025-06-07,Suburban Branch,Suburban,Bedsheet,Home & Kitchen,1160.05,604.53,10.0,No,Yes,Saturday,6,Monsoon,29.4,86.0,None,1260.56,48,16,101,25,25,29001.25,13888.0,No
2025-03-22,University Outlet,Campus,Power Bank,Electronics,1824.84,968.31,0.0,No,Yes,Saturday,3,Summer,36.8,0,None,1925.79,86,34,178,47,47,85767.48,40256.91,No
2025-10-18,Central Hyper,Hypermarket,Smartphone,Electronics,27034.32,19980.12,0.0,No,Yes,Saturday,10,Post-Monsoon,29.9,127.9,None,26894.27,45,31,104,27,27,729926.64,190463.4,No
2025-04-27,Suburban Branch,Suburban,Mineral Water 1L,Beverages,21.75,11.72,0.0,No,Yes,Sunday,4,Summer,32.2,11.1,None,23.72,299,177,988,214,214,4654.5,2146.42,No
2024-07-05,University Outlet,Campus,Hand Sanitizer,Health & Personal Care,91.9,49.5,0.0,No,No,Friday,7,Monsoon,26.6,77.6,None,87.37,70,48,192,47,47,4319.3,1992.8,No
2024-09-26,East Market,Market,Mixer Grinder,Home & Kitchen,2631.65,2305.33,13.0,No,No,Thursday,9,Monsoon,28.5,65.3,Low,3369.33,26,7,72,12,12,31579.8,3915.84,No
2024-03-23,South Plaza,Mall,Fruit Juice 1L,Beverages,127.51,85.56,3.0,No,Yes,Saturday,3,Summer,37.0,57.3,None,136.59,133,151,624,164,133,16958.83,5579.35,Yes
2026-06-12,South Plaza,Mall,Hoodie,Clothing,1315.9,863.96,22.0,No,No,Friday,6,Monsoon,33.2,0,Medium,1860.49,28,28,81,28,28,36845.2,12654.32,No
2025-06-30,University Outlet,Campus,Track Pants,Clothing,875.12,432.49,8.0,No,No,Monday,6,Monsoon,28.7,61.5,Low,970.85,42,29,144,25,25,21878.0,11065.75,No
2024-11-05,Riverside Branch,Suburban,Power Bank,Electronics,1917.32,974.2,0.0,No,No,Tuesday,11,Post-Monsoon,32.7,14.8,None,1913.31,51,58,212,56,51,97783.32,48099.12,Yes
2025-01-21,East Market,Market,Smartwatch,Electronics,7950.85,5780.37,5.0,No,No,Tuesday,1,Winter,26.4,13.1,Low,8065.61,47,23,97,24,24,190820.4,52091.52,No
2025-04-08,West Point,Urban,Moisturizer,Health & Personal Care,353.2,190.07,3.0,No,No,Tuesday,4,Summer,33.1,61.4,None,336.74,57,37,155,43,43,15187.6,7014.59,No
2025-06-29,City Center,Urban,Laptop,Electronics,61489.88,52291.23,8.0,No,Yes,Sunday,6,Monsoon,29.2,122.4,None,62719.36,31,7,33,6,6,368939.28,55191.9,No
2024-12-01,University Outlet,Campus,T-Shirt,Clothing,594.98,309.5,13.0,No,Yes,Sunday,12,Winter,23.5,3.3,Low,739.71,104,69,220,61,61,36293.78,17414.28,No
2026-02-14,Riverside Branch,Suburban,Tablet,Electronics,16110.68,14628.09,15.0,No,Yes,Saturday,2,Winter,24.2,21.7,Medium,21143.54,30,30,117,27,27,434988.36,40029.93,No
2024-11-24,Railway Kiosk,Transit,Coffee 200g,Beverages,341.22,263.38,8.0,No,Yes,Sunday,11,Post-Monsoon,29.4,76.9,None,381.53,68,46,247,48,48,16378.56,3736.32,No
2025-11-08,Downtown Store,Urban,Cleaning Liquid,Home & Kitchen,128.4,83.2,8.0,No,Yes,Saturday,11,Post-Monsoon,29.1,50.3,None,142.65,112,100,403,100,100,12840.0,4520.0,No
2024-11-25,Downtown Store,Urban,Laptop,Electronics,62212.53,52869.11,10.0,No,No,Monday,11,Post-Monsoon,27.9,37.0,None,64868.43,16,12,42,11,11,684337.83,102777.62,No
2026-06-04,East Market,Market,Cooking Oil 1L,Groceries,188.77,146.78,3.0,No,No,Thursday,6,Monsoon,29.9,104.0,None,190.96,153,84,367,100,100,18877.0,4199.0,No
2025-07-03,Suburban Branch,Suburban,Shoes,Clothing,3212.97,1836.36,8.0,No,No,Thursday,7,Monsoon,34.7,134.8,Low,3437.49,34,17,71,18,18,57833.46,24778.98,No
2025-10-25,Riverside Branch,Suburban,Jacket,Clothing,2430.93,1550.84,10.0,No,Yes,Saturday,10,Post-Monsoon,27.9,21.1,None,2689.19,25,19,70,24,24,58342.32,21122.16,No
2026-03-02,North Hub,Suburban,Formal Shirt,Clothing,1027.44,624.56,12.0,No,No,Monday,3,Summer,42.9,29.5,Medium,1272.09,52,28,128,35,35,35960.4,14100.8,No
2024-07-04,Tech Park Store,Business,Toothpaste,Health & Personal Care,124.2,73.71,8.0,No,No,Thursday,7,Monsoon,32.0,93.1,None,141.4,71,66,236,53,53,6582.6,2675.97,No
2024-12-01,West Point,Urban,Storage Box,Home & Kitchen,388.5,186.22,0.0,No,Yes,Sunday,12,Winter,22.5,42.0,None,391.21,75,49,148,44,44,17094.0,8900.32,No
2024-10-13,Central Hyper,Hypermarket,Jacket,Clothing,2408.36,1610.15,10.0,No,Yes,Sunday,10,Post-Monsoon,26.6,44.7,Low,2595.47,22,23,109,17,17,40942.12,13569.57,No
2025-05-15,Riverside Branch,Suburban,Jeans,Clothing,1479.15,777.13,0.0,No,No,Thursday,5,Summer,40.9,43.6,None,1562.92,33,30,100,27,27,39937.05,18954.54,No
2025-04-21,Downtown Store,Urban,Water Bottle,Home & Kitchen,391.2,217.94,12.0,No,No,Monday,4,Summer,36.0,47.7,Medium,433.65,84,55,337,70,70,27384.0,12128.2,No
2024-06-25,Grand Bazaar,Market,Water Bottle,Home & Kitchen,419.8,205.9,12.0,No,No,Tuesday,6,Monsoon,30.9,120.4,Medium,492.7,91,64,298,69,69,28966.2,14759.1,No
2024-04-11,Central Hyper,Hypermarket,Bedsheet,Home & Kitchen,1256.06,617.09,0.0,No,No,Thursday,4,Summer,38.0,13.0,None,1300.24,53,35,118,32,32,40193.92,20447.04,No
2024-04-30,Grand Bazaar,Market,Bread,Groceries,46.19,31.03,0.0,No,No,Tuesday,4,Summer,35.6,36.8,None,45.67,218,128,386,127,127,5866.13,1925.32,No
2025-02-14,Airport Kiosk,Transit,Bread,Groceries,35.65,30.09,22.0,No,No,Friday,2,Winter,21.3,0,Medium,49.88,167,174,637,172,167,5953.55,928.52,Yes
2024-11-09,Grand Bazaar,Market,Hoodie,Clothing,1188.46,887.7,32.0,No,Yes,Saturday,11,Post-Monsoon,27.1,72.6,High,1738.42,42,51,211,52,42,49915.32,12631.92,Yes
2026-01-22,Riverside Branch,Suburban,Toothpaste,Health & Personal Care,117.97,73.69,0.0,No,No,Thursday,1,Winter,24.3,46.3,None,109.17,79,56,183,55,55,6488.35,2435.4,No
2025-01-14,Grand Bazaar,Market,Tablet,Electronics,18161.91,14385.97,8.0,No,No,Tuesday,1,Winter,22.5,25.8,Low,20510.99,19,15,57,15,15,272428.65,56639.1,No
2024-07-12,Tech Park Store,Business,Toothpaste,Health & Personal Care,92.26,73.22,27.0,No,No,Friday,7,Monsoon,31.3,114.7,High,128.0,97,82,348,91,91,8395.66,1732.64,No
2025-11-02,Central Hyper,Hypermarket,Bedsheet,Home & Kitchen,1116.13,629.26,12.0,No,Yes,Sunday,11,Post-Monsoon,35.2,71.0,Medium,1201.77,73,43,172,44,44,49109.72,21422.28,No
2024-05-26,Mall Outlet,Mall,Shoes,Clothing,3332.13,1845.76,5.0,No,Yes,Sunday,5,Summer,36.7,0,Low,3257.87,53,23,68,24,24,79971.12,35672.88,No
2025-06-30,East Market,Market,Laptop,Electronics,65368.56,51510.09,5.0,No,No,Monday,6,Monsoon,27.6,47.2,Low,74195.19,24,12,39,11,11,719054.16,152443.17,No
2025-08-08,City Center,Urban,Tablet,Electronics,20130.56,14210.19,0.0,No,No,Friday,8,Monsoon,31.2,88.3,None,21338.69,23,16,57,21,21,422741.76,124327.77,No
2025-08-04,West Point,Urban,Fruit Juice 1L,Beverages,106.03,86.68,10.0,No,No,Monday,8,Monsoon,28.9,85.9,None,115.42,177,121,336,110,110,11663.3,2128.5,No
2025-03-18,City Center,Urban,Moisturizer,Health & Personal Care,224.32,191.12,32.0,Yes,No,Tuesday,3,Summer,37.3,15.6,High,304.22,117,121,552,121,117,26245.44,3884.4,Yes
2025-07-03,Central Hyper,Hypermarket,Rice 5kg,Groceries,339.25,338.22,22.0,No,No,Thursday,7,Monsoon,31.3,23.3,High,466.99,305,273,1084,251,251,85151.75,258.53,No
2024-03-26,Riverside Branch,Suburban,Jacket,Clothing,2178.13,1574.7,22.0,No,No,Tuesday,3,Summer,32.1,26.8,Medium,3016.19,48,23,101,24,24,52275.12,14482.32,No
2026-03-02,West Point,Urban,Tea 250g,Beverages,152.62,139.2,22.0,No,No,Monday,3,Summer,39.6,19.4,High,203.07,231,175,795,175,175,26708.5,2348.5,No
2025-10-16,Tech Park Store,Business,T-Shirt,Clothing,700.05,321.16,0.0,No,No,Thursday,10,Post-Monsoon,29.1,0,None,659.48,62,30,105,27,27,18901.35,10230.03,No
2026-06-05,Tech Park Store,Business,Instant Noodles,Groceries,16.8,11.66,10.0,No,No,Friday,6,Monsoon,31.2,168.0,None,20.17,170,158,615,164,164,2755.2,842.96,No
2026-02-01,Central Hyper,Hypermarket,Moisturizer,Health & Personal Care,351.21,194.68,0.0,No,Yes,Sunday,2,Winter,21.6,0,None,344.62,86,46,218,47,47,16506.87,7356.91,No
2025-05-04,Railway Kiosk,Transit,Soft Drink 750ml,Beverages,42.84,31.16,8.0,Yes,Yes,Sunday,5,Summer,35.4,8.7,None,51.2,292,197,659,201,201,8610.84,2347.68,No
2025-09-02,Riverside Branch,Suburban,Rice 5kg,Groceries,449.93,326.39,0.0,No,No,Tuesday,9,Monsoon,30.2,55.4,None,442.28,144,87,285,86,86,38693.98,10624.44,No
2025-07-24,Suburban Branch,Suburban,Energy Drink,Beverages,110.44,73.55,5.0,No,No,Thursday,7,Monsoon,30.1,5.3,None,110.63,142,79,269,84,84,9276.96,3098.76,No
2025-02-24,Tech Park Store,Business,Bread,Groceries,41.36,30.5,5.0,No,No,Monday,2,Winter,23.0,34.2,Low,41.54,178,120,394,119,119,4921.84,1292.34,No
2024-03-30,Central Hyper,Hypermarket,Jacket,Clothing,2197.25,1586.83,17.0,No,Yes,Saturday,3,Summer,29.3,25.5,Medium,2507.85,31,27,145,29,29,63720.25,17702.18,No
2025-05-07,Downtown Store,Urban,Buttermilk,Beverages,28.56,17.35,5.0,No,No,Wednesday,5,Summer,37.4,24.6,None,28.92,156,181,699,207,156,4455.36,1748.76,Yes
2025-09-08,Downtown Store,Urban,Hand Sanitizer,Health & Personal Care,80.8,48.41,12.0,No,No,Monday,9,Monsoon,27.0,125.9,Medium,89.94,80,62,236,66,66,5332.8,2137.74,No
2025-05-31,Central Hyper,Hypermarket,Moisturizer,Health & Personal Care,319.48,184.39,3.0,No,Yes,Saturday,5,Summer,35.3,19.6,None,364.61,86,48,294,58,58,18529.84,7835.22,No
2025-12-17,South Plaza,Mall,Instant Noodles,Groceries,14.48,12.07,20.0,No,No,Wednesday,12,Winter,23.8,3.1,Medium,17.2,150,184,931,203,150,2172.0,361.5,Yes
2026-06-01,Downtown Store,Urban,Smartwatch,Electronics,8545.93,5584.67,0.0,No,No,Monday,6,Monsoon,29.4,82.0,None,7982.74,52,17,95,21,21,179464.53,62186.46,No
2024-08-22,Suburban Branch,Suburban,Keyboard,Electronics,1368.11,816.82,12.0,No,No,Thursday,8,Monsoon,30.5,29.1,Medium,1525.66,62,32,171,38,38,51988.18,20949.02,No
2024-05-20,South Plaza,Mall,Power Bank,Electronics,1596.12,937.03,17.0,No,No,Monday,5,Summer,36.5,56.6,Medium,1938.59,67,60,263,59,59,94171.08,38886.31,No
2024-03-18,South Plaza,Mall,Jeans,Clothing,1059.83,804.71,32.0,No,No,Monday,3,Summer,39.2,39.6,High,1475.09,44,43,223,45,44,46632.52,11225.28,Yes
2025-10-08,East Market,Market,Cold Coffee,Beverages,89.02,53.08,3.0,No,No,Wednesday,10,Post-Monsoon,22.1,83.0,None,96.49,153,98,317,91,91,8100.82,3270.54,No
2024-01-02,Central Hyper,Hypermarket,Keyboard,Electronics,1569.82,828.68,0.0,No,No,Tuesday,1,Winter,23.2,12.2,None,1593.11,89,49,228,50,50,78491.0,37057.0,No
2024-10-06,Mall Outlet,Mall,Headphones,Electronics,2786.41,1690.71,5.0,No,Yes,Sunday,10,Post-Monsoon,31.0,64.5,None,2833.36,77,66,252,55,55,153252.55,60263.5,No
2024-11-22,Riverside Branch,Suburban,Bluetooth Speaker,Electronics,2382.4,1878.91,25.0,No,No,Friday,11,Post-Monsoon,24.9,126.3,High,3207.38,98,57,272,66,66,157238.4,33230.34,No
2025-05-07,Grand Bazaar,Market,Jeans,Clothing,1269.0,814.08,12.0,No,No,Wednesday,5,Summer,38.2,3.3,Medium,1478.95,64,35,256,54,54,68526.0,24565.68,No
2025-05-09,Grand Bazaar,Market,Storage Box,Home & Kitchen,389.73,197.58,3.0,No,No,Friday,5,Summer,39.8,23.4,None,410.26,55,47,165,45,45,17537.85,8646.75,No
2024-12-14,North Hub,Suburban,Vitamins,Health & Personal Care,471.15,299.98,5.0,No,Yes,Saturday,12,Winter,25.8,3.5,None,527.76,72,48,166,45,45,21201.75,7702.65,No
2024-11-03,City Center,Urban,Tea 250g,Beverages,189.22,139.63,0.0,No,Yes,Sunday,11,Post-Monsoon,26.1,34.8,None,205.47,87,94,329,96,87,16462.14,4314.33,Yes
2024-09-19,Tech Park Store,Business,Formal Shirt,Clothing,919.52,627.91,22.0,No,No,Thursday,9,Monsoon,27.8,49.8,High,1295.98,44,33,133,31,31,28505.12,9039.91,No
2026-01-09,Tech Park Store,Business,Milk 1L,Groceries,45.77,46.21,22.0,No,No,Friday,1,Winter,24.2,36.1,High,56.36,174,177,819,202,174,7963.98,0,Yes
2024-02-28,Tech Park Store,Business,Keyboard,Electronics,1480.41,816.31,13.0,No,No,Wednesday,2,Winter,31.3,0,Low,1610.26,61,28,147,38,38,56255.58,25235.8,No
2025-04-15,Airport Kiosk,Transit,Sugar 1kg,Groceries,49.03,42.78,0.0,No,No,Tuesday,4,Summer,36.8,18.4,None,48.85,129,59,408,85,85,4167.55,531.25,No
2025-05-14,Central Hyper,Hypermarket,Cold Coffee,Beverages,87.67,52.11,3.0,No,No,Wednesday,5,Summer,38.1,0,None,97.28,181,158,692,172,172,15079.24,6116.32,No
2024-05-09,University Outlet,Campus,Eggs 12 Pack,Groceries,86.05,70.18,10.0,No,No,Thursday,5,Summer,36.7,52.6,None,98.25,111,108,396,116,111,9551.55,1761.57,Yes
2025-08-20,Airport Kiosk,Transit,Formal Shirt,Clothing,923.25,609.25,22.0,No,No,Wednesday,8,Monsoon,27.9,0,Medium,1174.53,28,26,84,22,22,20311.5,6908.0,No
2025-07-07,Grand Bazaar,Market,Energy Drink,Beverages,115.59,70.4,0.0,No,No,Monday,7,Monsoon,33.3,64.5,None,108.26,131,89,435,99,99,11443.41,4473.81,No
2026-03-22,Railway Kiosk,Transit,Shoes,Clothing,2959.03,1894.2,10.0,No,Yes,Sunday,3,Summer,35.5,16.1,Low,3430.56,34,20,87,13,13,38467.39,13842.79,No
2025-10-26,North Hub,Suburban,Protein Powder,Health & Personal Care,2124.16,1695.78,5.0,No,Yes,Sunday,10,Post-Monsoon,28.8,66.5,None,2418.35,22,15,75,14,14,29738.24,5997.32,No
2024-01-02,West Point,Urban,Protein Powder,Health & Personal Care,2264.17,1690.06,5.0,No,No,Tuesday,1,Winter,26.4,49.2,Low,2406.99,13,23,77,18,13,29434.21,7463.43,Yes
2026-04-04,West Point,Urban,Headphones,Electronics,2749.68,1676.7,0.0,No,Yes,Saturday,4,Summer,32.9,16.9,None,2891.7,60,47,193,48,48,131984.64,51503.04,No
2025-03-19,Tech Park Store,Business,Bread,Groceries,42.56,30.42,12.0,No,No,Wednesday,3,Summer,38.7,0,Medium,48.01,127,134,659,140,127,5405.12,1541.78,Yes
2025-10-01,Grand Bazaar,Market,Cold Coffee,Beverages,76.77,50.92,5.0,No,No,Wednesday,10,Post-Monsoon,28.4,71.5,None,76.34,83,102,384,97,83,6371.91,2145.55,Yes
2024-10-09,Railway Kiosk,Transit,Cooking Oil 1L,Groceries,170.93,150.91,12.0,No,No,Wednesday,10,Post-Monsoon,27.1,0,Medium,198.04,75,82,260,69,69,11794.17,1381.38,No
2024-04-21,Suburban Branch,Suburban,Bluetooth Speaker,Electronics,3164.3,1848.7,8.0,No,Yes,Sunday,4,Summer,28.1,0,None,3485.74,39,45,187,39,39,123407.7,51308.4,No
2024-03-03,University Outlet,Campus,Wheat Flour 5kg,Groceries,235.44,228.43,13.0,No,Yes,Sunday,3,Summer,36.9,54.6,Low,287.08,167,134,390,127,127,29900.88,890.27,No
2024-11-10,University Outlet,Campus,Energy Drink,Beverages,116.69,74.28,0.0,No,Yes,Sunday,11,Post-Monsoon,34.0,5.8,None,125.31,105,79,270,88,88,10268.72,3732.08,No
2026-05-10,Riverside Branch,Suburban,Vitamins,Health & Personal Care,482.05,300.42,3.0,No,Yes,Sunday,5,Summer,35.8,19.9,None,491.19,19,28,91,26,19,9158.95,3450.97,Yes
2024-10-06,Tech Park Store,Business,Face Wash,Health & Personal Care,257.19,153.49,10.0,No,Yes,Sunday,10,Post-Monsoon,28.3,102.6,Low,287.77,73,36,222,49,49,12602.31,5081.3,No
2024-06-24,Airport Kiosk,Transit,Smartwatch,Electronics,8209.59,5868.32,5.0,No,No,Monday,6,Monsoon,29.2,58.4,None,9623.08,36,24,81,20,20,164191.8,46825.4,No
2025-06-12,South Plaza,Mall,Buttermilk,Beverages,26.06,17.36,12.0,No,No,Thursday,6,Monsoon,31.0,0,Medium,28.64,306,215,719,205,205,5342.3,1783.5,No
2024-06-23,Tech Park Store,Business,Instant Noodles,Groceries,16.32,12.44,8.0,No,Yes,Sunday,6,Monsoon,30.4,46.8,None,19.32,228,160,775,176,176,2872.32,682.88,No
